u,v,key,osmid,highway,lanes,maxspeed,oneway,reversed,length,geometry,ref,tunnel,bridge,name,width,junction,access
25705777,25733265,0,4273194,living_street,,walk,False,False,121.27690305807843,"LINESTRING (11.962097 57.7043383, 11.962364 57.7038441, 11.962382 57.7038107, 11.9624138 57.7037567, 11.962686 57.7032941)",,,,Magasinsgatan,,,
25705777,1629179235,0,4273194,living_street,,walk,False,True,57.530947473394036,"LINESTRING (11.962097 57.7043383, 11.9620127 57.7044919, 11.9618272 57.7048352)",,,,Magasinsgatan,,,
25705777,315043857,0,4780159,living_street,,walk,False,False,81.24366893296968,"LINESTRING (11.962097 57.7043383, 11.9633215 57.7045296, 11.9634101 57.7045423)",,,,Kyrkogatan,,,
25705778,25705777,0,4780159,living_street,,walk,False,False,39.37985097069114,"LINESTRING (11.9614602 57.70424, 11.962097 57.7043383)",,,,Kyrkogatan,,,
25706065,175670870,0,28483883,unclassified,,,False,False,77.47098371252737,"LINESTRING (11.9628337 57.7061449, 11.9629356 57.7061627, 11.9640845 57.7063419)",,,,Norra Hamngatan,,,
25706065,25706069,0,"[4273242, 123569253]","['residential', 'unclassified']",,50,False,True,218.0302476985945,"LINESTRING (11.9628337 57.7061449, 11.9626796 57.7061483, 11.9626683 57.7061485, 11.9624629 57.7061704, 11.960829 57.7064018, 11.9605473 57.7064548, 11.9604637 57.7064826, 11.9606041 57.7067678, 11.9608267 57.7070973)",,,,"['Norra Hamngatan', 'Packhusplatsen']",,,
25706065,3797401428,0,"[125015848, 260363051, 246689029]",unclassified,1,,True,False,53.022806012258705,"LINESTRING (11.9628337 57.7061449, 11.9628163 57.7060557, 11.9628797 57.7057633, 11.9628815 57.7056865, 11.9628817 57.7056705)",,,yes,"['Västra Hamngatan', 'Kämpebron']",,,
25706065,175670803,0,"[1356507833, 28394089]",residential,,50,True,False,65.58095599604704,"LINESTRING (11.9628337 57.7061449, 11.9628323 57.7062063, 11.9628185 57.7062422, 11.9625669 57.7067152)",,,,Smedjegatan,,,
25706069,25706070,0,4273242,unclassified,,,False,True,57.9209163493996,"LINESTRING (11.9608267 57.7070973, 11.9610496 57.7076044)",,,,Packhusplatsen,,,
25706069,25706065,0,"[4273242, 123569253]","['residential', 'unclassified']",,50,False,False,218.03024769859454,"LINESTRING (11.9608267 57.7070973, 11.9606041 57.7067678, 11.9604637 57.7064826, 11.9605473 57.7064548, 11.960829 57.7064018, 11.9624629 57.7061704, 11.9626683 57.7061485, 11.9626796 57.7061483, 11.9628337 57.7061449)",,,,"['Norra Hamngatan', 'Packhusplatsen']",,,
25706069,25706074,0,4273245,residential,,50,False,False,88.84232301115354,"LINESTRING (11.9608267 57.7070973, 11.9610153 57.7070883, 11.9612131 57.7071061, 11.9622774 57.707266)",,,,Postgatan,,,
25706070,25706069,0,4273242,unclassified,,,False,False,57.9209163493996,"LINESTRING (11.9610496 57.7076044, 11.9608267 57.7070973)",,,,Packhusplatsen,,,
25706070,12529419837,0,"[4273242, 693974804]",unclassified,2,,False,"[False, True]",57.44048550682135,"LINESTRING (11.9610496 57.7076044, 11.9611098 57.7077325, 11.9611349 57.7077805, 11.9606492 57.7078518, 11.96053 57.7078674)",,,,Packhusplatsen,,,
25706070,175671573,0,4273244,residential,,50,False,False,58.64651570662565,"LINESTRING (11.9610496 57.7076044, 11.9611643 57.7075918, 11.9620027 57.7077162)",,,,Kronhusgatan,,,
25706074,25706069,0,4273245,residential,,50,False,True,88.84232301115354,"LINESTRING (11.9622774 57.707266, 11.9612131 57.7071061, 11.9610153 57.7070883, 11.9608267 57.7070973)",,,,Postgatan,,,
25706074,175671573,0,28394087,residential,,50,False,True,52.652670926131265,"LINESTRING (11.9622774 57.707266, 11.9620625 57.7076177, 11.9620027 57.7077162)",,,,Smedjegatan,,,
25706074,175670902,0,28394132,living_street,,,False,False,78.55624015108349,"LINESTRING (11.9622774 57.707266, 11.9624587 57.7072871, 11.9631264 57.7073862, 11.9635553 57.7074472)",,,,Postgatan,,,
25708673,2416756790,0,300184723,residential,3,50,False,False,52.79749462119236,"LINESTRING (11.978501 57.7044203, 11.9786751 57.7043021, 11.9787578 57.7042437, 11.9790417 57.7040435)",,,,Sten Sturegatan,,,
25708673,60128114,0,1195939382,secondary,2,50,True,False,29.07486066440675,"LINESTRING (11.978501 57.7044203, 11.9785585 57.7044959, 11.9785858 57.7045757, 11.9785917 57.7046744)",,,,Parkgatan,,,
25708673,25587528,0,"[1364685360, 4273540, 1364685359]",residential,4,50,False,True,99.50371071787086,"LINESTRING (11.978501 57.7044203, 11.9783625 57.704512, 11.9783193 57.704539, 11.9776204 57.704976, 11.9775744 57.7050047, 11.9774991 57.7050327, 11.9773612 57.7050636)",,,,Sten Sturegatan,,,
25708788,102730685,0,"[491977507, 4264302, 213798706, 1146015094, 1360330263]",secondary,2,50,True,False,438.3850842084272,"LINESTRING (11.964401 57.7001958, 11.9643669 57.7001928, 11.9642443 57.7001818, 11.9642327 57.7001808, 11.9641812 57.7001762, 11.9629984 57.7000671, 11.9626287 57.7000308, 11.9625235 57.7000226, 11.9624816 57.7000186, 11.9622727 57.6999989, 11.9619468 57.6999595, 11.9615257 57.6998771, 11.9612963 57.6998463, 11.9610375 57.6998341, 11.9605574 57.6998262, 11.9602878 57.6998248, 11.9600377 57.6998399, 11.9599392 57.6998553, 11.9598339 57.6998743, 11.9596542 57.6998886, 11.9591365 57.6999014, 11.9588588 57.6999186, 11.9574801 57.7000245, 11.9573558 57.7000341, 11.9571338 57.700056)",,,,"['Norra Allégatan', 'Nya Allén']",,,
25708788,1500574973,0,"[1216125162, 4770500, 1216125508, 4770181]","['tertiary', 'residential', 'unclassified']",2,50,False,True,111.79763863841575,"LINESTRING (11.964401 57.7001958, 11.9643373 57.70031, 11.9643087 57.7003586, 11.9640436 57.7008101, 11.9638637 57.7010665, 11.9638557 57.7010774, 11.9638059 57.7011492)",,,yes,"['Magasinsgatan', 'Viktoriagatan', 'Viktoriabron']",,,
25708791,25708788,0,32709123,tertiary,3,50,True,False,55.966326162172834,"LINESTRING (11.9646614 57.6997121, 11.9645807 57.6998619, 11.964514 57.6999859, 11.9644696 57.7000689, 11.9644438 57.700117, 11.964401 57.7001958)",,,,Viktoriagatan,,,
25708791,30479500,0,491969022,tertiary,3,50,False,False,48.35373154576668,"LINESTRING (11.9646614 57.6997121, 11.9647127 57.6996171, 11.9647739 57.6995038, 11.9649033 57.699297)",,,,Viktoriagatan,,,
25708791,30480335,0,"[1146015113, 12542674, 1146015095]",secondary,3,50,True,False,89.02896950095351,"LINESTRING (11.9646614 57.6997121, 11.9646874 57.6997159, 11.964769 57.699728, 11.9648563 57.699741, 11.965898 57.6999147, 11.9660921 57.6999497)",,,,Parkgatan,,,
25708792,30480011,0,12542674,secondary,3,50,True,False,74.65634018474984,"LINESTRING (11.966243 57.6999732, 11.9667564 57.7000536, 11.9674485 57.7001625)",,,,Parkgatan,,,
25732553,25732553,0,"[4275940, 4275941, 4275942]",residential,,50,True,False,449.2532930419368,"LINESTRING (11.9600711 57.7025593, 11.9601006 57.7024225, 11.960161 57.7021423, 11.9602499 57.7017304, 11.9602421 57.7016854, 11.9602105 57.7016454, 11.9601789 57.7016254, 11.9601086 57.7016132, 11.9599896 57.701614, 11.9597903 57.7016286, 11.9594675 57.7016554, 11.9589299 57.7016761, 11.9587452 57.7016833, 11.9584457 57.7016948, 11.9584147 57.701696, 11.9582653 57.7016742, 11.958144 57.7016687, 11.9580234 57.7016695, 11.9579115 57.701672, 11.9577951 57.7017039, 11.9577649 57.7017389, 11.9577475 57.7017709, 11.9577433 57.7018553, 11.9577474 57.7018785, 11.9577644 57.702219, 11.9580513 57.7022759, 11.9583461 57.7023117, 11.9586517 57.7023645, 11.9589059 57.7023981, 11.9599744 57.7025442, 11.9600711 57.7025593)",,,,"['Kungshöjdsgatan', 'Arsenalsgatan', 'Hvitfeldtsgatan']",,,
25732553,25733267,0,4275942,residential,,50,True,False,94.43051668196016,"LINESTRING (11.9600711 57.7025593, 11.960393 57.7026104, 11.9604967 57.7026204, 11.9605955 57.7026094, 11.9614573 57.7024434, 11.9615807 57.7024196)",,,,Hvitfeldtsgatan,,,
25732554,1707906475,0,1356506744,residential,,50,False,False,11.065731655390545,"LINESTRING (11.9597671 57.7031989, 11.9599403 57.7032355)",,,,Kungsgatan,,,
25732554,25732553,0,4275940,residential,,50,True,False,73.40006054127895,"LINESTRING (11.9597671 57.7031989, 11.9597994 57.7031259, 11.9598471 57.7030179, 11.9599965 57.7027359, 11.9600441 57.7026232, 11.9600711 57.7025593)",,,,Kungshöjdsgatan,,,
25732554,25733636,0,"[1356506744, 1356506745]",residential,,50,False,True,34.69479475697798,"LINESTRING (11.9597671 57.7031989, 11.9595666 57.703157, 11.959211 57.703105)",,,,Kungsgatan,,,
25733257,25733258,0,4275965,residential,,50,False,False,35.434384380325746,"LINESTRING (11.9583506 57.7029629, 11.9584879 57.7026823, 11.9585015 57.7026546)",,,,Luntantugatan,,,
25733257,1776518634,0,4773384,residential,,50,False,False,40.843674824438594,"LINESTRING (11.9583506 57.7029629, 11.9589041 57.7030541, 11.9590075 57.7030712)",,,,Kungsgatan,,,
25733257,25734018,0,4773384,residential,,50,False,True,82.2872343226533,"LINESTRING (11.9583506 57.7029629, 11.9581741 57.7029367, 11.9574536 57.7028296, 11.9570119 57.7027736)",,,,Kungsgatan,,,
25733258,25733257,0,4275965,residential,,50,False,True,35.434384380325746,"LINESTRING (11.9585015 57.7026546, 11.9584879 57.7026823, 11.9583506 57.7029629)",,,,Luntantugatan,,,
25733263,10741450507,0,"[4275969, 1135659668]",living_street,,walk,False,True,128.86596916907524,"LINESTRING (11.9632575 57.701856, 11.9632254 57.7018512, 11.9628282 57.7017926, 11.9623103 57.7017118, 11.9619067 57.701651, 11.9617412 57.7016225, 11.9613983 57.7015634, 11.9612668 57.701559, 11.9612212 57.7015587, 11.9611688 57.7015634)",,,,Läroverksgatan,"['6.2', '5.5']",,
25733264,25733265,0,4265195,living_street,,walk,False,False,73.81967455853386,"LINESTRING (11.9615042 57.703091, 11.9616142 57.7031032, 11.962142 57.7032054, 11.962686 57.7032941)",,,,Vallgatan,,,
25733264,25733267,0,4273081,unclassified,,30,False,False,75.93854839498496,"LINESTRING (11.9615042 57.703091, 11.9615659 57.7029599, 11.9616142 57.7028539, 11.961645 57.702732, 11.961639 57.7025966, 11.961631 57.7025515, 11.9616216 57.7025056, 11.9615807 57.7024196)",,,,Kaserntorget,10,,
25733264,25705073,0,4273081,unclassified,,30,False,True,51.96926311655493,"LINESTRING (11.9615042 57.703091, 11.9614141 57.7032688, 11.9613393 57.7034114, 11.9613186 57.7034454, 11.9612804 57.7035426)",,,,Kaserntorget,10,,
25733265,314758578,0,4265195,living_street,,walk,False,False,79.38184126669776,"LINESTRING (11.962686 57.7032941, 11.9634034 57.7034003, 11.9638726 57.7034814, 11.9639662 57.7034979)",,,,Vallgatan,,,
25733265,25733264,0,4265195,living_street,,walk,False,True,73.81967455853386,"LINESTRING (11.962686 57.7032941, 11.962142 57.7032054, 11.9616142 57.7031032, 11.9615042 57.703091)",,,,Vallgatan,,,
25733265,25733266,0,4273194,living_street,,walk,False,False,95.71008415281787,"LINESTRING (11.962686 57.7032941, 11.962773 57.7031354, 11.9628367 57.7030171, 11.9628894 57.70292, 11.9630954 57.7025676, 11.9631234 57.7025124, 11.9631391 57.7024684)",,,,Magasinsgatan,,,
25733265,25705777,0,4273194,living_street,,walk,False,True,121.27690305807843,"LINESTRING (11.962686 57.7032941, 11.9624138 57.7037567, 11.962382 57.7038107, 11.962364 57.7038441, 11.962097 57.7043383)",,,,Magasinsgatan,,,
25733266,25733265,0,4273194,living_street,,walk,False,True,95.71008415281788,"LINESTRING (11.9631391 57.7024684, 11.9631234 57.7025124, 11.9630954 57.7025676, 11.9628894 57.70292, 11.9628367 57.7030171, 11.962773 57.7031354, 11.962686 57.7032941)",,,,Magasinsgatan,,,
25733266,25733267,0,"[4275970, 4275971, 1281850076]","['living_street', 'unclassified']",,walk,False,True,96.96689546771049,"LINESTRING (11.9631391 57.7024684, 11.9630414 57.7024647, 11.9629393 57.7024489, 11.962086 57.7023269, 11.9619699 57.7023242, 11.9617335 57.7023795, 11.9616975 57.7023889, 11.9615807 57.7024196)",,,,Södra Larmgatan,,,
25733266,1500574973,0,"[1017601369, 1298636356, 13300639]",residential,2,50,False,False,152.57299495554446,"LINESTRING (11.9631391 57.7024684, 11.9631269 57.7024457, 11.963126 57.7024138, 11.9631747 57.702305, 11.9632007 57.7022271, 11.9633781 57.7018733, 11.9637532 57.7012383, 11.9638059 57.7011492)",,,,Magasinsgatan,,,
25733267,25733264,0,4273081,unclassified,,30,False,True,75.93854839498496,"LINESTRING (11.9615807 57.7024196, 11.9616216 57.7025056, 11.961631 57.7025515, 11.961639 57.7025966, 11.961645 57.702732, 11.9616142 57.7028539, 11.9615659 57.7029599, 11.9615042 57.703091)",,,,Kaserntorget,10,,
25733267,25733266,0,"[4275970, 4275971, 1281850076]","['living_street', 'unclassified']",,walk,False,False,96.96689546771049,"LINESTRING (11.9615807 57.7024196, 11.9616975 57.7023889, 11.9617335 57.7023795, 11.9619699 57.7023242, 11.962086 57.7023269, 11.9629393 57.7024489, 11.9630414 57.7024647, 11.9631391 57.7024684)",,,,Södra Larmgatan,,,
25733267,10741450507,0,222648576,unclassified,,30,False,False,98.35214723169572,"LINESTRING (11.9615807 57.7024196, 11.9615152 57.7023125, 11.9614219 57.7021416, 11.9611688 57.7015634)",,,,Hvitfeldtsplatsen,,,
25733636,25733706,0,164966884,residential,,50,True,False,55.6692953011612,"LINESTRING (11.959211 57.703105, 11.958307 57.7032367)",,,,Lasarettsgatan,,,
25733636,1776518634,0,1356506745,residential,,50,False,True,12.661094457727613,"LINESTRING (11.959211 57.703105, 11.9590075 57.7030712)",,,,Kungsgatan,,,
25733636,25732554,0,"[1356506744, 1356506745]",residential,,50,False,False,34.69479475697798,"LINESTRING (11.959211 57.703105, 11.9595666 57.703157, 11.9597671 57.7031989)",,,,Kungsgatan,,,
25733639,1386028811,0,1364685349,unclassified,,30,False,True,12.922998628041109,"LINESTRING (11.9614948 57.705314, 11.9615522 57.7054261)",,,,Otterhällegatan,,,
25733639,1629179235,0,4273194,living_street,,walk,False,False,58.25312515322498,"LINESTRING (11.9614948 57.705314, 11.9615771 57.7052895, 11.9618092 57.7048664, 11.9618272 57.7048352)",,,,Magasinsgatan,,,
25733639,25705098,0,1364685348,unclassified,,30,False,False,37.05863918155577,"LINESTRING (11.9614948 57.705314, 11.961458 57.7052876, 11.9614057 57.705272, 11.9610657 57.7052106, 11.9610047 57.7051901, 11.960958 57.7051613)",,,,Otterhällegatan,,,
25733642,25733652,0,4276057,unclassified,,30,False,False,293.46086730521444,"LINESTRING (11.9598344 57.7051382, 11.9597962 57.7050528, 11.9597924 57.7049381, 11.9598283 57.704862, 11.9599365 57.7048072, 11.9600877 57.7047839, 11.9603149 57.7047254, 11.9604766 57.7046409, 11.9605599 57.704523, 11.9606042 57.7043787, 11.9606395 57.7042344, 11.960621 57.7041526, 11.9605782 57.7040821, 11.9604384 57.7039676, 11.960008 57.7038063, 11.9597809 57.7037326, 11.9595468 57.7036691, 11.959286 57.7036383, 11.9590418 57.7036314, 11.9588837 57.7036302, 11.9586245 57.7036323, 11.9585369 57.7036327, 11.9583095 57.7036355)",,,,Otterhällegatan,,,
25733642,25705098,0,4276057,unclassified,,30,False,True,70.83697502854517,"LINESTRING (11.9598344 57.7051382, 11.9600036 57.7052113, 11.9601841 57.7052268, 11.9605848 57.705224, 11.960958 57.7051613)",,,,Otterhällegatan,,,
25733642,25733710,0,4276120,unclassified,,,False,False,41.58161808869127,"LINESTRING (11.9598344 57.7051382, 11.959791 57.7052052, 11.9599564 57.7052789, 11.9599908 57.7053205, 11.9599724 57.7053577, 11.9597941 57.7053995)",,,,Skräddaregatan,,,
25733652,430962239,0,4276057,unclassified,,30,False,False,35.12958881776373,"LINESTRING (11.9583095 57.7036355, 11.9580264 57.7036621, 11.9577233 57.7036735)",,,,Otterhällegatan,,,
25733652,25733642,0,4276057,unclassified,,30,False,True,293.4608673052144,"LINESTRING (11.9583095 57.7036355, 11.9585369 57.7036327, 11.9586245 57.7036323, 11.9588837 57.7036302, 11.9590418 57.7036314, 11.959286 57.7036383, 11.9595468 57.7036691, 11.9597809 57.7037326, 11.960008 57.7038063, 11.9604384 57.7039676, 11.9605782 57.7040821, 11.960621 57.7041526, 11.9606395 57.7042344, 11.9606042 57.7043787, 11.9605599 57.704523, 11.9604766 57.7046409, 11.9603149 57.7047254, 11.9600877 57.7047839, 11.9599365 57.7048072, 11.9598283 57.704862, 11.9597924 57.7049381, 11.9597962 57.7050528, 11.9598344 57.7051382)",,,,Otterhällegatan,,,
25733653,430962239,0,164966888,residential,,50,False,False,8.762335742017827,"LINESTRING (11.9577242 57.7037523, 11.9577233 57.7036735)",,,,Lasarettsgatan,,,
25733653,25733717,0,37056348,residential,,50,False,False,148.83814042640373,"LINESTRING (11.9577242 57.7037523, 11.9577159 57.7039189, 11.9577212 57.7040032, 11.9577551 57.7040612, 11.9578193 57.7041062, 11.9581863 57.7043335, 11.9582366 57.7043712, 11.9582748 57.704421, 11.9585974 57.7046492, 11.9586638 57.7046893, 11.9587174 57.7047197, 11.958747 57.704727, 11.9587766 57.7047285, 11.9588099 57.7047262, 11.9588367 57.7047214, 11.9588555 57.7047172, 11.9588743 57.7047111, 11.9589782 57.7046284)",,,,Norra Liden,,,
25733653,25734018,0,"[164966888, 1364685347, 164966883]",residential,,50,False,"[False, True]",146.09556231296622,"LINESTRING (11.9577242 57.7037523, 11.9576143 57.7037522, 11.9571439 57.7037526, 11.9570635 57.7037235, 11.95704 57.7036815, 11.9570261 57.7031227, 11.9570246 57.7029375, 11.9570176 57.702847, 11.9570119 57.7027736)",,,,"['Lasarettsgatan', 'Ingenjörsgatan']",,,
25733706,25733652,0,164966886,residential,,50,True,False,44.34484813350586,"LINESTRING (11.958307 57.7032367, 11.9583095 57.7036355)",,,,Västra Liden,,,
25733710,25733642,0,4276120,unclassified,,,False,True,41.581618088691265,"LINESTRING (11.9597941 57.7053995, 11.9599724 57.7053577, 11.9599908 57.7053205, 11.9599564 57.7052789, 11.959791 57.7052052, 11.9598344 57.7051382)",,,,Skräddaregatan,,,
25733717,25733722,0,4276124,residential,,50,False,False,115.56768217433206,"LINESTRING (11.9589782 57.7046284, 11.9590567 57.7046449, 11.9591164 57.7046535, 11.9592203 57.7046703, 11.9593833 57.7046828, 11.9595596 57.7046757, 11.9596964 57.7046639, 11.9598339 57.7046352, 11.9599579 57.7045918, 11.9600652 57.7045435, 11.9601497 57.7044822, 11.9602094 57.7044188, 11.9602543 57.7043446, 11.9602731 57.7042895, 11.9602698 57.7042103, 11.9602379 57.7041597)",,,,Norra Liden,,,
25733717,2315968142,0,37056348,residential,,50,False,False,86.86017019568793,"LINESTRING (11.9589782 57.7046284, 11.9588992 57.7046107, 11.9587824 57.7045668, 11.9586001 57.7044659, 11.9583929 57.7043411, 11.9583257 57.7042842, 11.9582587 57.7042003, 11.9582389 57.7041408, 11.9582285 57.7040541, 11.9582004 57.7040104)",,,,Norra Liden,,,
25733717,25733653,0,37056348,residential,,50,False,True,148.8381404264037,"LINESTRING (11.9589782 57.7046284, 11.9588743 57.7047111, 11.9588555 57.7047172, 11.9588367 57.7047214, 11.9588099 57.7047262, 11.9587766 57.7047285, 11.958747 57.704727, 11.9587174 57.7047197, 11.9586638 57.7046893, 11.9585974 57.7046492, 11.9582748 57.704421, 11.9582366 57.7043712, 11.9581863 57.7043335, 11.9578193 57.7041062, 11.9577551 57.7040612, 11.9577212 57.7040032, 11.9577159 57.7039189, 11.9577242 57.7037523)",,,,Norra Liden,,,
25733722,25733717,0,4276124,residential,,50,False,True,115.56768217433206,"LINESTRING (11.9602379 57.7041597, 11.9602698 57.7042103, 11.9602731 57.7042895, 11.9602543 57.7043446, 11.9602094 57.7044188, 11.9601497 57.7044822, 11.9600652 57.7045435, 11.9599579 57.7045918, 11.9598339 57.7046352, 11.9596964 57.7046639, 11.9595596 57.7046757, 11.9593833 57.7046828, 11.9592203 57.7046703, 11.9591164 57.7046535, 11.9590567 57.7046449, 11.9589782 57.7046284)",,,,Norra Liden,,,
25734018,25733257,0,4773384,residential,,50,False,False,82.28723432265329,"LINESTRING (11.9570119 57.7027736, 11.9574536 57.7028296, 11.9581741 57.7029367, 11.9583506 57.7029629)",,,,Kungsgatan,,,
25734018,2409284486,0,"[4773384, 1364685346, 338954405]",residential,,50,False,True,78.88461215413423,"LINESTRING (11.9570119 57.7027736, 11.9565861 57.7027281, 11.9564842 57.7027238, 11.9564446 57.7027221, 11.9563668 57.7027426, 11.955824 57.7029477)",,,,"['Surbrunnsgatan', 'Kungsgatan']",,,
25734018,25733653,0,"[164966888, 1364685347, 164966883]",residential,,50,False,"[False, True]",146.0955623129662,"LINESTRING (11.9570119 57.7027736, 11.9570176 57.702847, 11.9570246 57.7029375, 11.9570261 57.7031227, 11.95704 57.7036815, 11.9570635 57.7037235, 11.9571439 57.7037526, 11.9576143 57.7037522, 11.9577242 57.7037523)",,,,"['Lasarettsgatan', 'Ingenjörsgatan']",,,
